,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,int_rates_add_2pct,new_term
180,112117439,,3500,3500,3500,36 months,10.91,114.44,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,905xx,CA,16.81,0,Oct-05,0,,,10,0,3482,31.1,11,w,11.1282,48 months
181,111897551,,20000,20000,20000,36 months,18.06,723.66,D,D2,Jun-17,Late (31-120 days),n,,debt_consolidation,Debt consolidation,945xx,CA,14.63,1,Jan-92,1,17.0,,4,0,11389,100.0,10,w,18.4212,48 months
182,111910671,,5000,5000,5000,36 months,10.91,163.49,B,B4,Jun-17,Current,n,,vacation,Vacation,941xx,CA,17.09,1,May-92,0,7.0,83.0,4,1,2497,49.0,15,w,11.1282,48 months
184,111489849,,35000,35000,35000,36 months,5.32,1054.02,A,A1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,221xx,VA,10.65,1,May-90,0,15.0,,14,0,39999,48.5,22,w,5.4264,48 months
185,111977778,,3500,3500,3500,36 months,11.99,116.24,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,445xx,OH,17.63,0,Dec-13,0,,,6,0,2732,43.4,7,w,12.229800000000001,48 months
186,111812549,,20000,20000,20000,36 months,12.62,670.23,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,398xx,GA,32.02,0,Apr-98,0,,25.0,8,3,5719,59.0,13,w,12.872399999999999,48 months
187,111716835,,10000,10000,10000,36 months,12.62,335.12,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,925xx,CA,14.73,0,Oct-03,0,67.0,,16,0,5711,22.6,24,w,12.872399999999999,48 months
188,109868287,,12000,12000,12000,36 months,10.42,389.58,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,781xx,TX,12.91,1,Apr-00,0,23.0,,11,0,15236,54.2,16,w,10.6284,48 months
189,112054716,,8000,8000,8000,36 months,16.02,281.34,C,C5,Jun-17,Current,n,,car,Car financing,078xx,NJ,8.38,0,Jul-94,1,,,6,0,21472,78.1,20,w,16.3404,48 months
190,112220002,,20000,20000,20000,36 months,7.21,619.47,A,A3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,532xx,WI,4.63,0,Apr-02,0,50.0,,12,0,16598,26.5,19,w,7.3542,48 months
191,111415842,,11500,11500,11500,36 months,11.99,381.91,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,945xx,CA,6.06,0,Nov-13,0,,,6,0,6286,18.1,7,w,12.229800000000001,48 months
192,111976992,,7200,7200,7200,36 months,13.59,244.65,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,199xx,DE,26.5,0,Oct-08,0,,,8,0,7185,86.6,10,w,13.8618,48 months
193,109931244,,11000,11000,11000,36 months,12.62,368.63,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,212xx,MD,9.36,0,Jul-93,0,46.0,28.0,8,1,6540,68.1,25,w,12.872399999999999,48 months
194,109770277,,10000,10000,10000,36 months,16.02,351.67,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,770xx,TX,23.89,0,Apr-12,0,48.0,,27,0,4822,17.1,31,w,16.3404,48 months
195,111868904,,12000,12000,12000,36 months,10.91,392.36,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,601xx,IL,15.1,1,Feb-09,0,19.0,110.0,5,2,3967,55.9,9,w,11.1282,48 months
196,111771489,,20000,20000,20000,36 months,21.45,758.14,D,D5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,758xx,TX,7.78,0,Dec-04,0,,,5,0,4839,74.4,14,w,21.878999999999998,48 months
197,111896445,,10000,10000,10000,36 months,7.07,309.1,A,A2,Jun-17,Current,n,,home_improvement,Home improvement,750xx,TX,8.14,0,Sep-99,0,,,12,0,10312,13.0,33,w,7.2114,48 months
198,110648282,,5000,5000,5000,36 months,18.06,180.92,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,870xx,NM,17.31,0,Nov-12,0,,,4,0,1820,67.4,7,f,18.4212,48 months
199,110090928,,33125,33125,33125,36 months,10.42,1075.4,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,600xx,IL,30.07,0,Aug-01,0,,,11,0,52687,68.7,24,w,10.6284,48 months
200,111812440,,3500,3500,3500,36 months,11.99,116.24,B,B5,Jun-17,Current,n,,vacation,Vacation,891xx,NV,7.89,0,Jun-02,1,,,4,0,9823,41.8,12,w,12.229800000000001,48 months
201,111568562,,10000,10000,10000,36 months,11.99,332.1,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,926xx,CA,11.42,0,Feb-08,1,29.0,,17,0,5862,29.6,20,w,12.229800000000001,48 months
203,111966220,,28000,28000,28000,36 months,12.62,938.32,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,337xx,FL,85.0,0,Jun-01,0,,,11,0,24272,70.4,15,w,12.872399999999999,48 months
204,112435865,,8400,8400,8400,36 months,5.32,252.97,A,A1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,282xx,NC,32.08,0,Nov-01,1,43.0,,20,0,15353,32.3,41,w,5.4264,48 months
205,110086966,,5600,5600,5600,36 months,5.32,168.65,A,A1,Jun-17,Current,n,,vacation,Vacation,720xx,AR,30.26,0,Aug-06,0,,95.0,6,1,1047,9.3,10,w,5.4264,48 months
206,111976941,,8000,8000,8000,36 months,11.99,265.68,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,144xx,NY,34.69,0,Sep-03,3,39.0,,23,0,7535,78.0,33,w,12.229800000000001,48 months
208,110384301,,15000,15000,15000,36 months,10.91,490.45,B,B4,Jun-17,Current,n,,credit_card,Credit card refinancing,913xx,CA,17.39,1,Mar-05,0,17.0,,5,0,12659,57.5,10,w,11.1282,48 months
209,111067702,,2500,2500,2500,36 months,13.59,84.95,C,C2,Jun-17,Current,n,,other,Other,281xx,NC,22.36,0,Oct-87,0,,89.0,5,1,3796,48.7,9,w,13.8618,48 months
210,112131532,,10000,10000,10000,36 months,12.62,335.12,C,C1,Jun-17,Current,n,,credit_card,Credit card refinancing,815xx,CO,34.41,2,Feb-97,0,16.0,,21,0,29839,81.5,43,w,12.872399999999999,48 months
211,112154919,,1500,1500,1500,36 months,9.93,48.36,B,B2,Jun-17,Current,n,,other,Other,217xx,MD,10.82,0,Jun-89,0,,61.0,11,1,2382,15.5,23,w,10.1286,48 months
213,112435495,,6000,6000,6000,36 months,12.62,201.07,C,C1,Jun-17,Current,n,,credit_card,Credit card refinancing,950xx,CA,7.83,0,Aug-00,1,64.0,,11,0,14741,97.0,17,w,12.872399999999999,48 months
214,112025752,,14000,14000,14000,36 months,20.0,520.3,D,D4,Jun-17,Current,n,,credit_card,Credit card refinancing,945xx,CA,20.35,0,Dec-04,0,56.0,86.0,6,1,9656,96.6,20,w,20.4,48 months
215,112015122,,9000,9000,9000,36 months,9.93,290.11,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,171xx,PA,26.14,0,Aug-01,1,,,15,0,13376,27.4,28,w,10.1286,48 months
216,110777635,,1800,1800,1800,36 months,5.32,54.21,A,A1,Jun-17,Current,n,,other,Other,112xx,NY,13.01,0,Oct-04,0,,,10,0,2705,5.4,18,w,5.4264,48 months
217,111871350,,5000,5000,5000,36 months,10.42,162.33,B,B3,Jun-17,Late (31-120 days),n,,other,Other,104xx,NY,7.89,0,Jun-06,0,,,3,0,2110,95.9,7,w,10.6284,48 months
218,112240077,,4500,4500,4500,36 months,5.32,135.52,A,A1,Jun-17,Current,n,,credit_card,Credit card refinancing,554xx,MN,13.53,0,Aug-03,0,46.0,,11,0,7993,34.0,17,w,5.4264,48 months
225,111916915,,6000,6000,6000,36 months,16.02,211.01,C,C5,Jun-17,Current,n,,home_improvement,Home improvement,853xx,AZ,2.73,2,Nov-02,0,17.0,,10,0,4970,75.3,19,w,16.3404,48 months
226,111518269,,10000,10000,10000,36 months,10.42,324.65,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,871xx,NM,17.41,1,Sep-03,0,7.0,,8,0,9997,65.3,12,w,10.6284,48 months
227,111494350,,17000,17000,17000,36 months,10.42,551.91,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,376xx,TN,18.43,1,Jun-95,1,21.0,,8,0,450,11.5,23,w,10.6284,48 months
229,111704050,,7200,7200,7200,36 months,10.91,235.42,B,B4,Jun-17,Current,n,,credit_card,Credit card refinancing,983xx,WA,12.14,0,Feb-06,1,,,21,0,14517,65.7,35,w,11.1282,48 months
230,112053763,,4800,4800,4800,36 months,11.99,159.41,B,B5,Jun-17,Current,n,,home_improvement,Home improvement,577xx,SD,23.85,0,Dec-99,0,,89.0,6,2,17873,97.1,9,w,12.229800000000001,48 months
231,111836351,,6400,6400,6400,36 months,11.99,212.55,B,B5,Jun-17,Current,n,,medical,Medical expenses,945xx,CA,11.88,0,Nov-05,0,,94.0,9,1,13385,66.6,15,w,12.229800000000001,48 months
232,111813888,,2000,2000,2000,36 months,7.21,61.95,A,A3,Jun-17,Current,n,,other,Other,117xx,NY,13.97,1,Dec-83,0,10.0,,13,0,5443,32.6,33,w,7.3542,48 months
233,110947817,,6000,6000,6000,36 months,10.91,196.18,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,945xx,CA,12.08,0,Jan-13,0,,,19,0,11047,36.2,20,w,11.1282,48 months
234,111630032,,10550,10550,10550,36 months,9.44,337.66,B,B1,Jun-17,Current,n,,major_purchase,Major purchase,026xx,MA,11.74,0,Jun-90,0,70.0,71.0,5,1,0,0.0,25,w,9.6288,48 months
235,111837279,,6000,6000,6000,36 months,15.05,208.14,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,853xx,AZ,28.88,8,Aug-98,1,16.0,,9,0,5215,24.3,25,w,15.351,48 months
236,112120590,,6000,6000,6000,36 months,16.02,211.01,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,601xx,IL,20.31,0,Mar-94,1,66.0,28.0,9,1,6798,69.4,29,w,16.3404,48 months
237,111967686,,14500,14500,14500,36 months,11.99,481.54,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,100xx,NY,15.16,0,Sep-02,0,62.0,,18,0,14530,46.7,34,w,12.229800000000001,48 months
238,112154797,,6000,6000,6000,36 months,9.93,193.41,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,191xx,PA,22.63,0,Aug-12,0,,,14,0,1882,19.0,14,w,10.1286,48 months
240,112152638,,5500,5500,5500,36 months,9.44,176.03,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,170xx,PA,20.88,0,Jan-05,0,34.0,,13,0,5329,26.6,33,w,9.6288,48 months
241,110429696,,24000,24000,24000,36 months,30.65,1027.41,F,F4,Jun-17,Current,n,,credit_card,Credit card refinancing,815xx,CO,17.56,0,Aug-01,2,31.0,,29,0,19408,29.4,67,f,31.262999999999998,48 months
245,112349918,,16800,16800,16800,36 months,9.93,541.54,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,750xx,TX,22.25,0,Nov-92,0,,57.0,27,2,9959,76.6,40,w,10.1286,48 months
246,112049115,,9600,9600,9600,36 months,18.06,347.36,D,D2,Jun-17,Current,n,,home_improvement,Home improvement,814xx,CO,47.53,0,Mar-08,0,56.0,,9,0,3905,79.7,20,w,18.4212,48 months
247,112436792,,7000,7000,7000,36 months,9.93,225.65,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,273xx,NC,25.96,0,Sep-91,2,43.0,,24,0,22566,29.7,34,w,10.1286,48 months
248,112155229,,7200,7200,7200,36 months,7.97,225.53,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,232xx,VA,11.83,0,Feb-87,0,,,9,0,9529,21.6,12,w,8.1294,48 months
250,111873457,,10000,10000,10000,36 months,16.02,351.67,C,C5,Jun-17,Current,n,,credit_card,Credit card refinancing,117xx,NY,11.47,0,Apr-96,1,,,3,0,16528,92.0,7,w,16.3404,48 months
253,112438661,,15475,15475,15475,36 months,18.06,559.93,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,328xx,FL,11.26,1,Aug-10,2,19.0,,20,0,11231,48.6,20,w,18.4212,48 months
254,112035451,,3025,3025,3025,36 months,14.08,103.51,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,307xx,GA,34.59,0,Mar-96,0,26.0,,11,0,9689,54.1,24,w,14.3616,48 months
255,112153771,,1500,1500,1500,36 months,15.05,52.04,C,C4,Jun-17,Current,n,,major_purchase,Major purchase,664xx,KS,33.22,1,Aug-02,0,14.0,,8,0,8352,64.7,14,w,15.351,48 months
256,112056636,,6000,6000,6000,36 months,7.07,185.46,A,A2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,604xx,IL,7.33,0,Jun-07,2,,,12,0,8058,45.0,24,w,7.2114,48 months
257,112080307,,12775,12775,12775,36 months,16.02,449.26,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,173xx,PA,27.02,0,Dec-99,1,33.0,,13,0,21707,41.0,33,w,16.3404,48 months
258,112025990,,39350,39350,39350,36 months,7.21,1218.8,A,A3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,326xx,FL,7.33,0,Jun-99,0,24.0,91.0,10,1,11673,22.5,18,w,7.3542,48 months
259,112269984,,35000,35000,35000,36 months,21.45,1326.73,D,D5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,775xx,TX,22.3,1,May-06,2,12.0,,15,0,51476,77.8,36,w,21.878999999999998,48 months
260,111716278,,6000,6000,6000,36 months,19.03,220.03,D,D3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,208xx,MD,27.15,0,May-04,1,43.0,,16,0,21273,50.3,35,w,19.410600000000002,48 months
261,112435536,,10000,10000,10000,36 months,13.59,339.79,C,C2,Jun-17,Current,n,,credit_card,Credit card refinancing,905xx,CA,4.19,0,Aug-07,1,,98.0,10,1,8455,48.6,12,w,13.8618,48 months
262,111098910,,5000,5000,5000,36 months,14.08,171.09,C,C3,Jun-17,Current,n,,credit_card,Credit card refinancing,330xx,FL,5.03,0,Oct-13,0,,,2,0,4740,86.2,2,w,14.3616,48 months
265,111811926,,20000,20000,20000,36 months,24.85,793.62,E,E3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,076xx,NJ,28.79,0,Aug-99,0,,,21,0,24065,44.7,30,w,25.347,48 months
267,111996149,,9000,9000,9000,36 months,13.59,305.81,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,761xx,TX,18.61,1,Feb-03,0,22.0,,11,0,10793,54.5,17,w,13.8618,48 months
269,111771140,,8000,8000,8000,36 months,14.08,273.74,C,C3,Jun-17,Current,n,,credit_card,Credit card refinancing,790xx,TX,6.35,0,Apr-94,3,,109.0,8,1,8052,59.2,9,w,14.3616,48 months
270,112063697,,20000,20000,20000,36 months,18.06,723.66,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,354xx,AL,19.93,0,Nov-05,2,70.0,74.0,11,1,10844,73.3,19,w,18.4212,48 months
271,112058272,,12000,12000,12000,36 months,19.03,440.06,D,D3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,117xx,NY,21.23,1,Jun-83,1,20.0,27.0,13,1,5750,77.7,45,w,19.410600000000002,48 months
275,112016286,,1500,1500,1500,36 months,13.59,50.97,C,C2,Jun-17,Current,n,,medical,Medical expenses,460xx,IN,29.4,0,Mar-07,0,76.0,75.0,3,4,6499,94.2,5,w,13.8618,48 months
276,112437584,,9600,9600,9600,36 months,11.99,318.82,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,956xx,CA,4.32,0,Oct-03,0,54.0,,8,0,6256,78.2,13,w,12.229800000000001,48 months
277,111591865,,5600,5600,5600,36 months,10.91,183.1,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,891xx,NV,18.02,0,Sep-09,0,,,4,0,128,3.6,12,w,11.1282,48 months
278,111976517,,21000,21000,21000,36 months,21.45,796.04,D,D5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,117xx,NY,17.13,0,Jun-93,3,30.0,,14,0,22697,83.8,28,w,21.878999999999998,48 months
279,111956742,,18700,18700,18700,36 months,9.44,598.5,B,B1,Jun-17,Current,n,,credit_card,Credit card refinancing,837xx,ID,10.95,0,Mar-91,1,,,11,0,21336,68.0,13,w,9.6288,48 months
280,110728714,,15000,15000,15000,36 months,12.62,502.67,C,C1,Jun-17,Current,n,,credit_card,Credit card refinancing,977xx,OR,8.34,0,Jul-00,2,24.0,97.0,8,1,5296,30.8,23,w,12.872399999999999,48 months
281,112279904,,10000,10000,10000,36 months,11.99,332.1,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,331xx,FL,17.05,11,May-07,0,21.0,,17,0,1561,55.8,25,w,12.229800000000001,48 months
282,112051171,,8000,8000,8000,36 months,11.99,265.68,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,309xx,GA,17.87,2,Jan-05,0,7.0,,15,0,9123,38.2,15,w,12.229800000000001,48 months
283,109940023,,3500,3500,3500,36 months,14.08,119.76,C,C3,Jun-17,Current,n,,home_improvement,Home improvement,956xx,CA,8.6,1,Feb-03,1,22.0,89.0,7,1,4321,31.8,17,w,14.3616,48 months
284,112018502,,6400,6400,6400,36 months,15.05,222.02,C,C4,Jun-17,Current,n,,home_improvement,Home improvement,103xx,NY,21.23,0,Apr-07,0,,63.0,8,2,16509,92.2,10,w,15.351,48 months
287,111795967,,5000,5000,5000,36 months,10.42,162.33,B,B3,Jun-17,Current,n,,credit_card,Credit card refinancing,210xx,MD,21.01,0,Jan-09,0,,,11,0,4119,29.6,20,w,10.6284,48 months
288,111112712,,7000,7000,7000,36 months,25.82,281.37,E,E4,Jun-17,Current,n,,house,Home buying,777xx,TX,0.25,0,Aug-98,3,,25.0,3,2,58,0.2,7,w,26.3364,48 months
290,112119626,,4800,4800,4800,36 months,7.07,148.37,A,A2,Jun-17,Current,n,,credit_card,Credit card refinancing,305xx,GA,24.6,0,Nov-94,2,55.0,,13,0,4840,12.9,33,w,7.2114,48 months
291,112339857,,5000,5000,5000,36 months,7.97,156.62,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,840xx,UT,11.22,1,Sep-09,0,18.0,,6,0,1981,8.5,25,w,8.1294,48 months
292,111668540,,35000,35000,35000,36 months,10.42,1136.27,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,980xx,WA,6.6,0,Nov-12,0,,,9,0,20576,32.1,12,w,10.6284,48 months
294,112055576,,20000,20000,20000,36 months,7.07,618.19,A,A2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,615xx,IL,14.05,0,Jun-86,0,,,22,0,11694,12.1,34,w,7.2114,48 months
296,112154871,,16000,16000,16000,36 months,9.93,515.75,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,303xx,GA,27.51,0,Sep-97,0,,,8,0,23139,71.4,26,w,10.1286,48 months
300,111757372,,20000,20000,20000,36 months,29.69,845.64,F,F2,Jun-17,Current,n,,small_business,Business,110xx,NY,8.77,0,Jul-94,1,,78.0,22,1,23699,53.3,33,f,30.283800000000003,48 months
301,111987099,,35000,35000,35000,36 months,9.93,1128.21,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,064xx,CT,19.23,0,Apr-89,1,,,24,0,57785,41.0,41,w,10.1286,48 months
305,111776205,,6025,6025,6025,36 months,10.42,195.61,B,B3,Jun-17,Current,n,,major_purchase,Major purchase,019xx,MA,35.75,1,Aug-92,0,10.0,,11,0,14953,65.3,15,w,10.6284,48 months
306,110152545,,4000,4000,4000,36 months,9.44,128.02,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,760xx,TX,17.74,0,Jul-97,0,,,10,0,4338,9.7,23,w,9.6288,48 months
307,112179814,,15000,15000,15000,36 months,30.65,642.13,F,F4,Jun-17,Late (16-30 days),n,,home_improvement,Home improvement,440xx,OH,27.53,0,Oct-97,2,54.0,,12,0,24897,60.9,37,f,31.262999999999998,48 months
308,111480732,,13925,13925,13925,36 months,15.05,483.06,C,C4,Jun-17,Current,n,,credit_card,Credit card refinancing,190xx,PA,24.1,0,Nov-00,0,,97.0,20,1,16151,52.6,23,w,15.351,48 months
309,111927726,,10000,10000,10000,36 months,9.44,320.05,B,B1,Jun-17,Current,n,,credit_card,Credit card refinancing,850xx,AZ,19.14,0,Jan-08,0,30.0,,12,0,6237,81.0,23,w,9.6288,48 months
310,112339928,,3575,3575,3575,36 months,13.59,121.48,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,802xx,CO,19.65,0,Apr-06,0,60.0,43.0,13,2,5258,47.4,24,w,13.8618,48 months
311,110464901,,16000,16000,16000,36 months,16.02,562.68,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,207xx,MD,11.96,0,Aug-00,0,54.0,,5,0,11911,66.2,12,w,16.3404,48 months
312,112120997,,8325,8325,8325,36 months,10.42,270.27,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,282xx,NC,10.57,0,Jan-02,0,30.0,,13,0,5184,47.6,26,w,10.6284,48 months
313,112034096,,20000,20000,20000,36 months,10.91,653.93,B,B4,Jun-17,Current,n,,credit_card,Credit card refinancing,102xx,NY,14.08,0,Oct-99,1,,,5,0,44199,62.4,8,w,11.1282,48 months
314,110719559,,3000,3000,3000,36 months,26.3,121.36,E,E5,Jun-17,Current,n,,other,Other,928xx,CA,10.0,0,Dec-05,1,53.0,,4,0,1061,50.5,8,w,26.826,48 months
315,111755780,,10000,10000,10000,36 months,14.08,342.17,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,370xx,TN,13.87,0,Feb-07,1,24.0,,10,0,6374,91.1,29,w,14.3616,48 months
318,111076730,,11000,11000,11000,36 months,10.42,357.12,B,B3,Jun-17,Late (16-30 days),n,,debt_consolidation,Debt consolidation,606xx,IL,22.64,0,Dec-06,0,,,7,0,9619,74.6,16,w,10.6284,48 months
320,112435319,,25000,25000,25000,36 months,13.59,849.48,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,295xx,SC,4.22,0,Jun-04,0,,,5,0,7132,58.5,23,w,13.8618,48 months
321,112149797,,10125,10125,10125,36 months,9.93,326.38,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,770xx,TX,25.24,0,Dec-04,0,,,57,0,18476,52.8,102,w,10.1286,48 months
322,112432997,,16000,16000,16000,36 months,9.93,515.75,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,945xx,CA,34.83,0,Feb-00,0,,,11,0,52858,83.4,17,w,10.1286,48 months
323,112033235,,7200,7200,7200,36 months,19.03,264.04,D,D3,Jun-17,Current,n,,other,Other,130xx,NY,28.03,0,Aug-13,1,,,20,0,5301,22.1,21,f,19.410600000000002,48 months
325,111866663,,5000,5000,5000,36 months,16.02,175.84,C,C5,Jun-17,Current,n,,moving,Moving and relocation,070xx,NJ,21.21,0,Feb-95,0,,44.0,12,2,8395,66.1,16,w,16.3404,48 months
327,112026073,,3000,3000,3000,36 months,7.35,93.12,A,A4,Jun-17,Current,n,,home_improvement,Home improvement,151xx,PA,16.01,0,May-00,0,,,14,0,6444,12.1,23,w,7.497,48 months
329,112047511,,4000,4000,4000,36 months,10.42,129.86,B,B3,Jun-17,Current,n,,moving,Moving and relocation,283xx,NC,30.25,0,Dec-02,0,,,11,0,3163,35.1,21,w,10.6284,48 months
330,111758413,,12000,12000,12000,36 months,7.97,375.88,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,324xx,FL,11.52,0,Jan-02,0,,,11,0,9480,35.0,23,w,8.1294,48 months
331,112153402,,6000,6000,6000,36 months,7.97,187.94,A,A5,Jun-17,Current,n,,other,Other,370xx,TN,30.94,2,May-93,1,18.0,,13,0,30616,82.7,25,w,8.1294,48 months
332,112438155,,6000,6000,6000,36 months,9.44,192.03,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,141xx,NY,25.06,0,Nov-96,1,,,20,0,8756,13.3,33,w,9.6288,48 months
335,111886925,,20000,20000,20000,36 months,5.32,602.3,A,A1,Jun-17,Current,n,,credit_card,Credit card refinancing,300xx,GA,26.18,0,Mar-94,3,,,13,0,180224,86.0,55,w,5.4264,48 months
337,110750605,,9000,9000,9000,36 months,12.62,301.61,C,C1,Jun-17,Current,n,,credit_card,Credit card refinancing,166xx,PA,7.42,0,Jul-91,2,75.0,,4,0,0,0.0,13,w,12.872399999999999,48 months
342,111428004,,3000,3000,3000,36 months,14.08,102.65,C,C3,Jun-17,Current,n,,home_improvement,Home improvement,953xx,CA,15.24,0,Nov-00,0,,,6,0,39276,85.9,12,w,14.3616,48 months
345,112428906,,10800,10800,10800,36 months,9.44,345.66,B,B1,Jun-17,Current,n,,credit_card,Credit card refinancing,850xx,AZ,11.96,0,May-91,0,61.0,,12,0,15786,54.2,35,w,9.6288,48 months
346,110347796,,10000,10000,10000,36 months,9.44,320.05,B,B1,Jun-17,Current,n,,credit_card,Credit card refinancing,775xx,TX,9.36,1,Feb-86,1,16.0,,21,0,9649,13.3,25,w,9.6288,48 months
347,112313695,,20000,20000,20000,36 months,20.0,743.28,D,D4,Jun-17,Late (31-120 days),n,,debt_consolidation,Debt consolidation,559xx,MN,18.19,0,Dec-05,0,81.0,,6,0,2518,37.6,13,w,20.4,48 months
348,112432503,,15000,15000,15000,36 months,5.32,451.73,A,A1,Jun-17,Current,n,,other,Other,707xx,LA,12.17,0,Sep-95,1,40.0,,15,0,13294,23.0,38,w,5.4264,48 months
349,112432097,,10000,10000,10000,36 months,5.32,301.15,A,A1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,207xx,MD,18.08,0,May-02,1,,,23,0,23550,38.8,55,w,5.4264,48 months
351,111872157,,15000,15000,15000,36 months,5.32,451.73,A,A1,Jun-17,Current,n,,credit_card,Credit card refinancing,193xx,PA,4.15,0,Nov-03,0,,,8,0,13624,24.9,22,w,5.4264,48 months
352,111996638,,19200,19200,19200,36 months,10.91,627.77,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,077xx,NJ,18.55,0,Sep-10,0,43.0,,11,0,23046,60.6,23,w,11.1282,48 months
353,111417551,,4500,4500,4500,36 months,9.93,145.06,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,128xx,NY,19.57,1,Mar-99,0,22.0,,6,0,2852,30.3,14,w,10.1286,48 months
